# id	cmn	eng — from Tatoeba (CC-BY 2.0 FR)
13138209	我沒想這樣做。	I didn't mean to do it.
13138212	我沒想要冒犯您。	I didn't mean to offend you.
13138214	他沒想要打我。	He didn't mean to hit me.
13138217	我沒有想要自私。	I didn't mean to be selfish.
13138219	我沒想要打她。	I didn't mean to hit her.
13138220	我沒想要打他。	I didn't mean to hit him.
13138225	我沒想要殺他。	I didn't mean to kill him.
13138228	我沒想要讓你難堪。	I didn't mean to embarrass you.
13138262	你跑步嗎？	Do you run?
13138263	你滑冰嗎？	Do you skate?
13138264	你滑旱冰嗎？	Do you rollerblade?
13138265	你玩滑板嗎？	Do you skateboard?
13138266	你摔角嗎？	Do you wrestle?
13138270	你衝浪嗎？	Do you windsurf?
13138271	你做園藝嗎？	Do you garden?
13138274	你玩拳擊嗎？	Do you box?
13138444	我是小学生。	I'm a pupil.
13138445	我来自北京。	I am from Beijing.
13138449	他已经足够大去投票了	He's old enough to vote, isn't he?
13138787	有人會這樣想。	One would think so.
13138790	沒人會注意的。	No one would notice.
13138792	沒人會聽的。	No one would listen.
13138793	沒人會否認的。	No one would deny that.
13138794	沒人會記住他的。	No one would remember him.
13138795	他們有。	They have.
13138798	要尊重！	Have respect!
13138799	憐憫一點。	Have mercy.
13138800	勇敢點！	Have courage!
13138801	有信念。	Have faith.
13138804	我喜歡雞雞。	I like dicks.
13138805	我喜歡玉米。	I like corn.
13138806	我喜歡甲蟲。	I like beetles.
13138807	我喜歡企鵝。	I like penguins.
13138810	我喜歡阿爾及爾。	I like Algiers.
13138812	我喜歡虛構語言。	I like conlangs.
13138813	我喜歡香料。	I like spices.
13138815	我喜歡布拉提斯拉瓦。	I like Bratislava.
13138816	我喜歡洋蔥。	I like onion.
13138818	能理解？	Understand?
13138820	能理解我。	Understand me.
13138823	能理解你自己。	Understand yourself.
13138824	齊莉能理解。	Ziri understands.
13138825	梅納德能理解。	Mennad understands.
13138826	她能理解。	She understands.
13138827	他能理解。	He understands.
13138829	我能理解！	I understand!
13138830	湯姆能理解。	Tom understands.
13138832	沒人能理解。	Nobody understands.
13138834	打電話回家。	Phone home.
13138837	打電話回家！	Phone home!
13138839	沒人在家？	Nobody home?
13138840	待在家裡。	Stay home.
13138841	快到家了……	Almost home...
13138842	歡迎參與我們的活動。	Welcome to our event.
13138843	誰組織的這場活動？	Who organised this event?
13138844	這場活動結束了。	This event has ended.
13138845	他喜歡體育活動。	He loves sports events.
13138848	妳認為的對。	You think rightly.
13138850	妳認為？	Do you think?
13138851	妳也這麼認為？	You think so?
13138853	妳不認為嗎？	Don't you think?
13138857	他們問了什麼？	What did they ask?
13138860	我吃了什麼？	What did I have?
13138862	妳建議了什麼？	What did you suggest?
13138863	她找到了什麼？	What did she find?
13138864	我省略了什麼？	What did I omit?
13138865	湯姆蒐集了什麼？	What did Tom collect?
13138868	湯姆剪了什麼？	What did Tom cut?
13138872	湯姆繼承了什麼？	What did Tom inherit?
13138874	湯姆發布了什麼？	What did Tom post?
13138875	湯姆聞到了什麼？	What did Tom smell?
13138877	價值翻倍了。	The value doubled.
13138878	賦予自己價值。	Give yourself value.
13138884	冷靜談論。	Talk calmly.
13138886	繼續談論！	Keep talking!
13138887	多多談論。	Talk more.
13138888	快快談論。	Talk fast.
13138889	開始談論。	Start talking.
13138891	全都是？	All that?
13138894	一切都好！	All good!
13138895	一切正常！	All right!
13138897	你們好。	Hi all.
13138899	去你們的。	Fuck all.
13138902	全部上岸！	All ashore!
13138903	一切都好。	All good.
13138904	全是謊話！	All lies!
13138905	全都好嗎？	All good?
13138913	對。您是奈奈子先生？	Yes, I am. Are you Mr Nakano?
13138921	將此網站存入書籤。	Bookmark this site.
13138922	這網站真好！	This site is great!
13138923	卡爾曼離開網站。	Kalman left the site.
13138925	馬提諾造訪網站。	Martino visited the site.
13138928	布魯諾離開網站。	Bruno left the site.
13138929	網站流量下跌。	Site traffic is dropping.
13138930	我喜歡你的網站！	I love your site!
13138932	齊莉清空了網站。	Ziri cleared the site.
13138935	三位學生。	Three students.
13138936	學生們，歡迎入學！	Welcome, students!
13138938	他們是學生。	They were students.
13138940	我們是學生。	We were students.
13138941	學生們，聽好了！	Listen up, students!
13138942	她們是學生嗎？	Are they students?
13138944	學生們偷偷笑。	The students snickered.
13138946	學生們走了。	The students left.
13138949	學生們鼓掌。	The students applauded.
13138953	他老婆。	His wife.
13138954	他太太。	His woman.
13138955	他的口音！	His accent!
13138956	他肚子疼。	His stomach hurts.
13138957	接受他的請求。	Accept his request.
13138959	借用他的思想。	Borrow his thoughts.
13138960	採用他的理念。	Adopt his concepts.
13138963	採用他的主意。	Take his ideas.
13138964	採用他的方法。	Take his way.
13138965	跟隨他的道路。	Follow his path.
13138972	小櫻喜歡男性的注意。	Skura liked male attention.
13138973	女人喜歡男性的注意。	Women like male attention.
13138975	女生喜歡阿爾法男。	Girls like alpha males.
13138980	開始搜尋。	Begin searching.
13138981	繼續搜尋。	Keep searching.
13138982	搜尋我。	Search me.
13138983	起來，搜尋。	Get up, search.
13138984	詹姆士上網搜尋。	James searched online.
13138985	湯姆四處搜尋。	Tom searched everywhere.
13138986	以姓名搜尋。	Search by name.
13138988	準確是什麼時候？	When exactly?
13138990	不準確。	Not exactly.
13138991	準確是多少錢？	How much exactly?
13138993	去你的破網站。	Fuck your websites.
13138995	他們建立了一個網站。	They created a website.
13138996	他們有一個網站。	They have a website.
13138997	湯姆更新了網站。	Tom updated his website.
13138998	網站好嗎？	Is the website good?
13139000	網站還在載入。	The website still loads.
13139001	我找到了網站。	I found the website.
13139005	好了，換你了。	Your turn.
13139011	真是個醜聞！	What a scandal!
13139015	湯姆造成了麻煩。	Tom caused trouble.
13139017	你遇到麻煩了？	Are you troubled?
13139020	我們遇到了麻煩。	We're troubled.
13139021	他遇到了麻煩。	He was troubled.
13139023	我們帶來了麻煩。	We brought trouble.
13139026	擦擦妳們的鼻子。	Wipe your noses.
13139027	堵住妳的鼻子。	Plug your nose.
13139028	擤擤你的鼻子。	Blow your nose.
13139030	誰弄傷了妳的鼻子？	Who broke your nose?
13139031	妳的鼻子在流血。	Your noses are bleeding.
13139032	不要再挖妳的鼻子了。	Stop picking your nose.
13139610	火車站怎麼走？	How do I get to the train station?
13142057	太棒了	Awesome.
13142061	意大利面！	Pasta!
13142067	真滑稽。	Ridiculous.
13142070	事实上。	Actually.
13142073	你们不要再打了啦！	Please don't fight any more!
13142074	我不喜欢你	I don't like you.
13142135	我們一起學習吧！	Let's study together!
13143717	我认识汤姆的两姐妹。	I know both of Tom's sisters.
13143962	我種了三行土豆。	I planted three rows of potatoes.
13143969	別小看他。	Don't underestimate him.
13144691	思考會打擾冥想。	Thoughts disturb meditation.
13144694	湯姆打擾了瑪莉。	Tom disturbed Mary.
13144698	加布里埃爾打擾了莉瑪。	Gabriel disturbed Rima.
13144699	我們打擾了米娜。	We disturbed Mina.
13144700	他們打擾了米娜。	They disturbed Mina.
13144703	莉瑪打擾了米娜。	Rima disturbed Mina.
13144705	她打擾了米娜。	She disturbed Mina.
13144706	他打擾了米娜。	He disturbed Mina.
13144707	你打擾了米娜。	You disturbed Mina.
13144710	我打擾了米娜。	I disturbed Mina.
13146461	去黑板那裏。	Go to the blackboard.
13146462	去黑板那裡。	Go to the blackboard.
13146463	去黑板那兒。	Go to the blackboard.
13146466	請到黑板這兒來。	Please come to the blackboard.
13146471	我們唱著歡快的歌。	We are singing a happy song.
13146477	請再讀一遍這個詞。	Please read this word again.
13148071	我的職業是教師。	I work as a teacher.
13148076	我認為湯姆不夠大方。	I don't think that Tom was as generous as he should've been.
13148079	他去過阿爾及利亞四次。	He has been to Algeria four times.
13148081	瑪莉跟我說感覺冷。	Mary told me that she felt cold.
13148493	俄羅斯是一個恐怖主義國家。	Russia is a terrorist state.
13148495	看看黑板。	Look at the blackboard.
13148496	請看黑板。	Look at the blackboard.
13149128	你們說得對。	You guys are right.
13149129	莎米剛從鄉村俱樂部趕來。	Sami has just come from the country club.
13149133	湯姆具有詼諧的性格。	Tom has quite a quirky personality.
13149223	普丁是戰犯。	Putin is a war criminal.
13149483	起司非常能伸展。	The cheese is very stretchy.
13150721	我從九點工作到六點。	I work from nine to six.
13150944	我們工作！	We work!
13150945	又要工作。	Work again.
13150946	我們工作。	We work.
13150947	開始工作。	Begin working.
13150948	停止工作。	Stop working.
13150949	一起工作。	Work together.
13150950	做更多工作。	Work more.
13150954	默默地走。	Leave quietly.
13150955	他們走。	They leave.
13150956	我們走。	We leave.
13150962	走出阿爾及爾。	Leave Algiers.
13150963	獨角獸應該存在。	Unicorns should exist.
13150964	我們能否去玩？	Should we play?
13150965	湯姆該休息。	Tom should rest.
13150966	我應該快點！	I should hurry!
13150967	我該開始了。	I should start.
13150968	湯姆應該放棄。	Tom should quit.
13150969	你應該聽聽。	You should listen.
13150970	湯姆該退休了。	Tom should retire.
13150971	他們應該來。	They should come.
13150972	她應該來。	She should come.
13151212	我會記下來。	I'll keep it.
13152281	請左轉。	Please turn to the left.
13152319	請右轉。	Please turn to the right.
13153248	這是戰爭罪。	This is a war crime.
13153640	穿過花園時，請勿踐踏花壇。	Please don’t stomp on the flower beds when you walk through the garden.
13153699	螞蟻出現了。	Ants appeared.
13153700	太陽出來了。	Sunshine appeared.
13153701	地球出現了。	Earth appeared.
13153702	莎米來了。	Sami appeared.
13153703	煙冒出來了。	Smoke appeared.
13153704	列昂尼德突然出現。	Leonid suddenly appeared.
13153705	奧列格突然出現了。	Suddenly, Oleg appeared.
13153706	羅德里戈突然出現。	Rodrigo suddenly appeared.
13153707	加布里埃爾突然出現。	Gabriel suddenly appeared.
13153708	迪亞戈再次出現。	Diego appeared again.
13153709	阿德里亞諾短暫登場。	Adriano briefly appeared.
13153711	一條龍出現了！	A dragon appears!
13153714	一艘太空船出現了。	A spacecraft appeared.
13153715	怪物出現了。	The creature appeared.
13153716	托比亞斯再次出現。	Tobias appeared again.
13153720	你有認證嗎？	Are you certified?
13153721	湯姆有認證。	Tom is certified.
13153722	梅納德沒有認證。	Mennad isn't certified.
13153724	我們會認證支票。	The check will be certified.
13153728	他是有執照的心臟科醫生。	He's a certified cardiologist.
13153732	齊莉成為了認證線上教師。	Ziri became a certified online teacher.
13153736	約翰是認證果粉。	John is a certified Apple fanboy.
13153742	回去吃飯。	Go back to eating.
13153745	回去站崗！	Back to your stations!
13153746	回去找湯姆。	Go back to Tom.
13153747	回去找他。	Come back to him.
13153749	回去睡覺。	Come back to bed.
13153751	回去工作！	Get back to work!
13153752	回去工作。	Go back to work.
13153755	控制住她。	Control her.
13153756	控制住自己！	Control yourself!
13153758	控制住自己。	Control yourself.
13153760	恐懼會控制一切。	Fear controls everything.
13153761	恐懼會控制大家。	Fear controls everyone.
13153764	他們控制一切。	They control everything.
13153766	蘇萊曼尼控制伊拉克。	Suleimani controlled Iraq.
13153768	德米特里失去控制。	Dmitri lost control.
13153770	喬納斯失去控制。	Jonas lost control.
13153773	峽谷對他來說非常深。	The gorge looked very deep to him.
13155816	背後感受到她的目光。	I felt her gaze from behind.
13155839	玩一局遊戲吧。	Let's play a game.
13155840	這款遊戲很得我心。	I love this game.
13155843	玩玩電玩遊戲什麼的吧。	Let's play video games or something.
13155846	這款遊戲之中，人人平等。	In this game, everyone is equal.
13155853	湯姆想要玩遊戲。	Tom wants to play games.
13155876	都一樣。	It's all the same.
13155887	像畢卡索這樣的畫家很少見。	Painters like Picasso are rare.
13155952	我感覺好像沒有選擇的餘地。	I felt like I had no choice.
13155995	漢字很難學。	Chinese characters are difficult to learn.
13156066	湯姆不知道規則。	Tom doesn't know the rules.
13156112	我們明天討論這件事好嗎？	Let's discuss this tomorrow.
13156130	我們明天再討論這個問題。	Let's discuss this tomorrow.
13156225	我們談談吧！	Let's have a chat.
13156233	我們聊聊吧！	Let's have a chat.
13156240	咱們聊聊吧！	Let's have a chat.
13158370	她走路上班。	She walks to work.
13158383	船上有多少艘救生艇？	How many lifeboats are on this ship?
13158405	書是不會讀得太多的。	We cannot read too many books.
13158406	書不能讀太多。	We cannot read too many books.
13158651	你能站起來嗎？	Can you stand up?
13158654	可信嗎？	Is it believable?
13158660	湯姆不再和我住在一起了。	Tom no longer lives with me.
13158662	他不再住在這兒了。	He no longer lives here.
13161169	你能滑雪嗎？	Can you ski?
13161734	我不在乎你。	I don't care about you.
13162786	你為什麼在這裡？	Why are you here?
13162788	你為什麼在這兒？	Why are you here?
13162893	把錢給我！	Give me the money!
13163045	他買了一頂帽子。	He bought a hat.
13163052	他買了帽子。	He bought a hat.
13164331	俄羅斯入侵了烏克蘭。	Russia invaded Ukraine.
13164512	克里米亞是烏克蘭的領土！	Crimea is Ukraine!
13164794	我在看電影。	I'm watching a movie.
13164927	我每天早上六點起床。	I get up at six every morning.
13166416	這是鳥類保護區。	This is a bird sanctuary.
13166418	他打籃球。	He played basketball.
13166865	她吃蘋果。	She ate apples.
13166866	我們喜歡蘋果。	We like apples.
13166867	買一些蘋果。	Buy some apples.
13166868	他有蘋果。	He has apples.
13166869	他吃蘋果。	He ate apples.
13166870	買一顆蘋果。	Buy an apple.
13166871	我喜歡蘋果！	I love apples!
13166872	阿麗亞德娜喜歡蘋果。	Ariadna likes apples.
13166874	將蘋果切丁。	Dice the apple.
13166875	將蘋果削皮。	Peel the apples.
13166876	蘋果屬於水果。	Apples are fruit.
13166877	齊莉吃蘋果。	Ziri ate apples.
13166878	孩子們吃蘋果。	Children eat apples.
13166879	蘋果是圓的。	Apples are round.
13166880	我們吃蘋果。	We ate apples.
13166881	媽媽買了蘋果。	Mom bought apples.
13166882	他喜歡蘋果。	He loves apples.
13166883	蘋果掉了。	The apple fell.
13166884	湯姆喜歡蘋果。	Tom likes apples.
13166885	他洗蘋果。	He washed apples.
13166886	想要蘋果嗎？	Want an apple?
13166887	一定要有蘋果。	Apples are necessary.
13166889	蘋果掉了！	The apple fell!
13166890	你喜歡蘋果。	You like apples.
13166893	一切都很好。	She's apples.
13166894	這顆蘋果汁水多。	The apple is juicy.
13166895	買幾顆蘋果。	Buy a few apples.
13166897	幾顆蘋果？	How many apples?
13166900	蘋果都是紅的嗎？	Are all apples red?
13166901	那些蘋果很小。	Those apples are small.
13166903	這些蘋果很小。	These apples are small.
13166904	這顆蘋果是圓的。	The apple is round.
13166905	我喝蘋果汁。	I drink apple juice.
13166906	他將蘋果藏起來。	He hid the apples.
13166907	給我一顆蘋果！	Give me an apple!
13166908	給我挑一顆蘋果。	Pick me an apple.
13166909	我買了一顆蘋果。	I bought an apple.
13166910	你有兩顆蘋果。	You had two apples.
13166911	我們有兩顆蘋果。	We had two apples.
13166912	我在洗蘋果。	I'm washing apples.
13166914	誰偷了蘋果？	Who nicked the apple?
13166915	那顆蘋果是你的。	That apple is yours.
13166916	我切開一顆蘋果。	I cut an apple.
13166917	湯姆將蘋果削皮。	Tom peeled the apples.
13166918	湯姆點了蘋果汁。	Tom ordered apple juice.
13166919	我吃了兩顆蘋果。	I ate two apples.
13166920	皮特羅去摘蘋果。	Pietro went apple-picking.
13166921	這顆蘋果很好吃。	The apple is delicious.
13166922	我也喜歡蘋果。	I like apples, too.
13166923	馬鈴薯不是蘋果。	Potatoes aren't apples.
13166939	我給蘋果削皮。	I peeled an apple.
13166942	雅尼吃蘋果。	Yanni ate an apple.
13166943	他們洗他的蘋果。	They wash his apples.
13166944	湯姆買了一些蘋果。	Tom bought some apples.
13166945	湯姆正在買蘋果。	Tom is buying apples.
13166946	湯姆正在摘蘋果。	Tom is picking apples.
13166947	湯姆摘了一些蘋果。	Tom picked some apples.
13166948	那顆蘋果很好吃。	That apple was delicious.
13166949	她摘了一些蘋果。	She picks some apples.
13166950	這是蘋果汁。	This is apple juice.
13166953	斯庫拉洗了蘋果。	Skura washed the apples.
13166954	她洗了蘋果。	She washed the apples.
13166956	他洗了蘋果。	He washed the apples.
13166957	我洗了蘋果。	I washed the apples.
13166959	湯姆喜歡蘋果嗎？	Does Tom like apples?
13166960	他是我朋友嗎？	Is he my friend?
13166961	這顆蘋果很苦。	The apple is bitter.
13166963	那顆蘋果是黃色的。	That apple is yellow.
13166964	這顆蘋果是黃色的。	This apple is yellow.
13166965	他是我的朋友嗎？	Is he my friend?
13166967	這顆蘋果是青色的。	This apple is green.
13166972	這顆蘋果爛了。	The apple is rotten.
13166974	湯姆吃了我的蘋果。	Tom ate my apple.
13166976	他吃了一顆蘋果。	He ate one apple.
13166978	湯姆畫了一顆蘋果。	Tom drew an apple.
13166979	湯姆清洗了這些蘋果。	Tom washed the apples.
13166981	我有一些蘋果。	I have some apples.
13166983	她是我的朋友嗎？	Is she my friend?
13166984	這是一顆蘋果。	This is an Apple.
13166986	她是我朋友嗎？	Is she my friend?
13166987	這是一顆蘋果嗎？	Is it an Apple?
13166991	這是一顆蘋果？	It's an Apple?
13166997	這是我的蘋果。	This is my apple.
13167000	她清洗了這顆蘋果。	She washed the apple.
13167002	那些蘋果熟了嗎？	Are those apples ripe?
13167005	這顆蘋果是紅的。	This apple is red.
13167009	那些蘋果爛了。	Those apples are rotten.
13167014	薩米正在切蘋果。	Sami was chopping apples.
13167020	薩米喜歡紅蘋果。	Sami likes red apples.
13167024	誰想要蘋果派？	Who wants apple pie?
13167029	你有一顆蘋果。	You have an apple.
13167033	這顆蘋果是黃的嗎？	Is this apple yellow?
13167035	我正在將蘋果削皮。	I'm peeling apples.
13167036	我正在摘蘋果。	I'm picking apples.
13167038	他洗了一顆蘋果。	We washed an apple.
13167041	我洗我的蘋果。	I wash my apple.
13167046	蘋果現在很便宜。	Apples are cheap now.
13167048	你有蘋果嗎？	Do you have apples?
13167051	湯姆給一顆蘋果削皮。	Tom peeled an apple.
13167143	我是步行來的。	I came on foot.
13167165	我坐火車來的。	I came by train.
13167225	約翰有五顆蘋果。	John has five apples.
13167226	他畫了一張蘋果素描。	He sketched an apple.
13167227	誰偷了這些蘋果？	Who stole the apples?
13167228	她吃了一顆蘋果。	She ate one apple.
13167229	這些蘋果很好吃。	The apples are delicious.
13167231	我們有黃蘋果。	We have yellow apples.
13167232	他想要一顆蘋果。	He wants an apple.
13167233	所有蘋果都是紅色的。	All apples are red.
13167234	這些蘋果爛了。	These apples are rotten.
13167235	我們喜歡吃蘋果。	We love eating apples.
13167236	我喜歡蘋果酒。	I love apple cider.
13167238	他給她的蘋果削皮。	He peels her apple.
13167239	他給自己的蘋果削皮。	He peels his apple.
13167240	所有蘋果都是紅的。	Every apple is red.
13167241	我最喜歡蘋果。	I like apples best.
13167242	我的蘋果沒了。	My apples are gone.
13167243	我們吃了一些蘋果。	We ate some apples.
13167245	這顆蘋果很甜。	This apple is sweet.
13167246	這個箱子裡裝有蘋果。	This box contains apples.
13167247	這些蘋果好吃。	These apples taste good.
13167249	這些蘋果味道很甜。	The apple tastes sweet.
13167250	蘋果長在樹上。	Apples grow on trees.
13167251	她給了我一顆蘋果。	She gave me an apple.
13167252	他們正在洗他們的蘋果。	They're washing their apples.
13167254	我正在喝蘋果汁。	I'm drinking apple juice.
13167255	我會吃掉我的蘋果。	I'll eat my apple.
13167256	這裡有一顆蘋果。	There's an apple here.
13167257	托尼克吃了一顆紅蘋果。	Tornike ate a red apple.
13167258	枇杷比蘋果小。	Loquats are smaller than apples.
13167260	他們給了她一些蘋果。	They gave her some apples.
13167261	里瑪給了她一些蘋果。	Rima gave her some apples.
13167262	齊莉給了她一些蘋果。	Ziri gave her some apples.
13167263	她給了女生一些蘋果。	She gave her some apples.
13167430	非常好吃！	Very delicious!
13167433	非常美味！	Very delicious!
13168053	他媽的！	Fuck!
13168087	幹你媽！	Fuck!
13169804	我在學習韓語。	I'm learning Korean.
13169806	我正在學習韓語。	I'm learning Korean.
13169808	我學習韓語。	I'm learning Korean.
13169809	我學習阿拉伯語。	I'm learning Arabic.
13169836	我學習俄語。	I'm learning Russian.
13169862	我在學習俄語。	I'm learning Russian.
13169906	我在學習日語。	I'm learning Japanese.
13170157	關掉收音機！	Turn off the radio!
13170417	瑪麗比我高。	Mary is taller than me.
13170788	我有一臺電腦。	I have a computer.
13170795	我有一台電腦。	I have a computer.
13172086	我是澳大利亞人。	I'm Australian.
13172087	我是澳洲人。	I'm Australian.
13172094	我是烏克蘭人。	I'm Ukrainian.
13172553	請給我那個。	Please give me that.
13174370	不要做！	Don't do it!
13174372	別這樣！	Don't do it!
13174393	我不會說英語。	I don't speak English.
13174484	我們尋找支持者。	We search supporters.
13174485	他們被搜查了。	They were searched.
13174486	我們被搜查了。	We were searched.
13174488	利馬被搜查了。	Rima was searched.
13174489	他被搜查了。	He was searched.
13174490	我被搜查了。	I was searched.
13174491	齊莉被搜查了。	Ziri was searched.
13174492	湯姆被搜查了。	Tom was searched.
13174493	他們搜查了湯姆。	They searched Tom.
13174494	搜查房子！	Search the house!
13174495	雅妮被搜查了。	Yanni got searched.
13174498	沙米到處尋找。	Sami searched everywhere.
13174500	尋找工作！	Search for work!
13174501	莎米什麼都搜尋了。	Sami searched everything.
13174504	我會說韓語。	I speak Korean.
13174505	搜查繼續。	The search continues.
13174507	搜查；尋找；發現！	Search; find; discover!
13174508	搜查房子。	Search the house.
13174513	搜查每個房間。	Search every room.
13174515	他們繼續搜尋。	They continued searching.
13174518	我搜尋了這片區域。	I searched the area.
13174520	我們搜尋了這片區域。	We searched the area.
13174527	他搜尋了這片區域。	He searched the area.
13174528	他們搜尋了這片區域。	They searched the area.
13174529	她搜尋了這片區域。	She searched the area.
13174531	列昂尼德搜尋了網際網路。	Leonid searched the Internet.
13174532	湯姆尋找瑪麗。	Tom searched for Mary.
13174534	伊凡搜尋莉瑪。	Ivan searched for Rima.
13174535	羅德里格搜尋房間。	Rodrigo searched the room.
13174561	我會說阿拉伯語。	I can speak Arabic.
13174590	我會說俄語。	I can speak Russian.
13174772	你們好！	Hello!
13174836	拜託拜託！	Please!
13174838	拜托了！	Please!
13174890	請相信我。	Please believe me.
13174910	對不起！	Excuse me!
13174918	不好意思！	Excuse me!
13175091	我餵了貓。	I fed the cat.
13175369	更新應用程式。	Update the app.
13175371	我等待更新。	I await updates.
13175373	讓它更新。	Let it update.
13175376	請更新系統。	Update your system.
13175377	我想要更新。	I want updates.
13175380	更新我的軟體。	Update my software.
13175381	請更新軟體。	Update your software.
13175382	請不斷給我們更新。	Keep us updated.
13175383	請不斷給我更新。	Keep me updated.
13175387	愚人節快樂！	April fools!
13175389	艾普發瘋了。	April went crazy.
13175390	四月到了。	It's April.
13175392	像四月一樣反覆無常。	Capricious as April.
13175393	課程於四月開始。	Classes start in April.
13175395	鮑里斯去年四月畢業。	Boris graduated last April.
13175396	快到四月了。	It was almost April.
13175397	四月來了，又走了。	April came and went.
13175419	代我向湯姆問好。	Give Tom my regards.
13175428	蘋果是紅的。	Apples are red.
13175429	齊莉製作了蘋果醬。	Ziri made apple jam.
13175430	齊莉將會吃蘋果。	Ziri will eat apples.
13175432	齊莉給他蘋果。	Ziri gives him apples.
13175434	齊莉為一些蘋果削皮。	Ziri peeled some apples.
13175436	我喜歡這些蘋果。	I like these apples.
13175437	誰拿走了那些蘋果？	Who took those apples?
13175438	蘋果酒很好喝！	Apple cider is delicious!
13175439	我女兒喜歡蘋果。	My daughter loves apples.
13175440	我吃了你的蘋果。	I ate your apple.
13175443	萊拉露出了臉。	Layla unveiled her face.
13175445	他們推出了新型彈道飛彈。	They unveiled new ballistic missiles.
13177639	他應該道歉。	He should apologize.
13177722	禁止停車！	No parking!
13177770	我可以抽煙嗎？	May I smoke?
13177772	我可以吸煙嗎？	May I smoke?
13180031	你去過澳洲嗎？	Have you been to Australia?
13180095	說英語！	Speak English.
13180214	她考慮環境因素。	She considers environmental factors.
13180215	湯姆有環保意識。	Tom is environmentally conscious.
13180218	這是否對於環境安全無害？	Is this environmentally safe?
13180222	那環境影響呢？	What about the environmental impact?
13180223	雅尼正在學習環境科學。	Yanni is studying environmental science.
13180224	這是環境災害。	It's an environmental disaster.
13180226	湯姆是激進的環保主義者。	Tom is an environmental activist.
13180227	這是環保型產品。	This product is environmentally friendly.
13180229	城市擴張會對環境造成破壞。	Urban sprawl is environmentally damaging.
13180231	太陽能有益於環保。	Solar power is environmentally friendly.
13180234	盧卡斯進步了。	Lukas progressed.
13180236	進行中。	In Progress.
13180238	認同推動進步。	Recognition fuels progress.
13180241	追蹤你的進展。	Track your progress.
13180242	她正在進步。	She's progressing.
13180243	專注於進展上。	Focus on progress.
13180245	湯姆有進步。	Tom made progress.
13180246	齊莉有進步。	Ziri made progress.
13180247	阿爾及利亞正在進步。	Algeria is progressing.
13180248	進展很快。	Progress was swift.
13180250	什麼比健康還重要？	What surpasses health?
13180256	什麼比力量還重要？	What surpasses strength?
13180260	湯姆超過了瑪莉。	Tom surpassed Mary.
13180262	她的成績超過我了。	She surpassed my grades.
13180265	有時候，現實比科幻還奇妙。	Sometimes reality surpasses fiction.
13180267	他超過了所有人。	He surpasses them all.
13180268	沒人能超過他。	No one surpasses him.
13180269	他們互相超越。	They surpassed one another.
13180270	我的身高比你高。	My height surpasses yours.
13180303	你百分百正確。	You're 100 percent correct.
13180310	道本語屬於極簡主義。	Toki Pona is reductive.
13180312	減少傷害，拯救生命。	Harm reduction saves lives.
13180314	利馬想要縮胸。	Rima wants a breast reduction.
13180315	他提倡減稅。	He advocated reduction of taxes.
13180316	這與減少開支無關。	It isn't about cost reduction.
13180318	存活分析顯示，機率顯著減少。	Survival analysis showed a significant reduction.
13180322	湯姆在一家減害診所工作。	Tom works at a harm reduction clinic.
13180325	他們要求減少工作時長。	They demand a reduction in working hours.
13180329	請登入。	Sign in.
13180332	投進去！	Throw in!
13180334	請填寫。	Fill in.
13180342	法西斯主義傳播至全球。	Fascists are globalized.
13180346	不做全球化，就得死。	Globalize or die.
13180347	全球變暖讓科學家擔心。	Global warming worries scientists.
13180349	我們反對全球化。	We are against globalization.
13180351	放眼全球，立足本土。	Think globally, act locally.
13181799	三振出局！	Strike three!
13181805	兩好球！	Strike two!
13181806	一好球！	Strike one!
13181811	地震發生得都很突然。	Earthquakes strike suddenly.
13181812	先格擋，再反擊。	Parry, then strike.
13181815	我沒有罷工。	I did not strike.
13181818	湯姆罷工了。	Tom is on strike.
13181824	湯姆從不失手。	Tom never strikes out.
13181828	時光流轉，死亡突降。	Time turns, death strikes.
13183313	我的名字是瑪麗。	My name is Mary.
13183340	我叫瑪麗。	My name is Mary.
13183426	汤姆住在单间公寓里。	Tom lives in a one-bedroom flat.
13183818	我用現金付錢。	I'll pay in cash.
13183820	我用現金支付。	I'll pay in cash.
13184462	我沒時間讀書。	I don't have time to read.
13184898	越多越好。	The more, the better.
13184932	湯姆很冷靜。	Tom was very calm.
13184933	湯姆非常冷靜。	Tom was very calm.
13184953	我知道湯姆有罪。	I knew that Tom was guilty.
13185208	薩米餵了他的狗。	Sami fed his dog.
13185249	怎樣給漢字加拼音？	How do I add pinyin to Chinese characters?
13185562	你要什麼？	What do you want?
13185737	湯姆非常英俊。	Tom is very handsome.
13185738	湯姆非常帥。	Tom is very handsome.
13187110	人們想要和平。	People want peace.
13187111	人們渴望和平。	People want peace.
13187149	我喜歡外語。	I like foreign languages.
13187150	你如何學習外語？	How do you learn foreign languages?
13187192	不好意思，我要問一些事情。	Excuse me, I've got to ask something.
13187207	如果明天下雪，我就要做雪人。	If it snows tomorrow, I'm going to build a snowman.
13187212	我是莉莉。	I am Lily.
13187213	年輕人都喜歡流行樂。	Young people all like pop music.
13187219	這裡的通風很差呢。	The ventilation here is really bad.
13187452	您嚐過日本料理嗎？	Have you ever tried Japanese food?
13187860	你喜歡春天還是秋天？	Do you like spring or autumn?
13187937	我只是需要多花點時間。	It'll take me just a bit longer.
13187938	你打算留下來，對吧？	You're planning on staying, aren't you?
